# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/MW2_annotation/MW2_assembly.gtf" "-o" "MW2_transcripts.txt" "mapping/M-A_S488_L006_vs_MW2.sorted.bam" "mapping/M-B_S489_L006_vs_MW2.sorted.bam" "mapping/M-C_S490_L006_vs_MW2.sorted.bam" "mapping/MplusA_S494_L006_vs_MW2.sorted.bam" "mapping/MplusB_S495_L006_vs_MW2.sorted.bam" "mapping/MplusC_S496_L006_vs_MW2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/M-A_S488_L006_vs_MW2.sorted.bam	mapping/M-B_S489_L006_vs_MW2.sorted.bam	mapping/M-C_S490_L006_vs_MW2.sorted.bam	mapping/MplusA_S494_L006_vs_MW2.sorted.bam	mapping/MplusB_S495_L006_vs_MW2.sorted.bam	mapping/MplusC_S496_L006_vs_MW2.sorted.bam
hlgA	MRSA_MW2_contig_1	1955703	1956668	+	966	518	364	423	351	607	584
hlgC	MRSA_MW2_contig_1	1957236	1958183	+	948	1591	1042	1210	227	626	855
hlgB	MRSA_MW2_contig_1	1958185	1959162	+	978	1535	1025	1149	245	732	761
queT	MRSA_MW2_contig_1	1959214	1959681	-	468	160	118	158	93	153	149
bioW	MRSA_MW2_contig_1	1959692	1960384	-	693	319	246	360	263	242	327
bioB	MRSA_MW2_contig_1	1961488	1962495	-	1008	375	321	350	216	356	447
bioA	MRSA_MW2_contig_1	1962497	1963855	-	1359	192	199	293	165	214	186
bioD	MRSA_MW2_contig_1	1963833	1964519	-	687	79	69	93	71	84	100
gtxA	MRSA_MW2_contig_1	1969418	1969804	-	387	1301	991	1160	464	1015	708
DBIAII_01961	MRSA_MW2_contig_1	1971264	1971923	+	660	5083	3849	5202	2839	7757	4927
ydeE	MRSA_MW2_contig_1	1973439	1973912	-	474	582	490	770	296	424	444
yvpB	MRSA_MW2_contig_1	1974025	1974681	+	657	7360	6707	8443	4916	12185	8799
cpdA	MRSA_MW2_contig_1	1974744	1975550	-	807	723	560	742	390	792	659
DBIAII_01966	MRSA_MW2_contig_1	1975836	1977245	+	1410	1381	1080	1310	480	689	747
flp	MRSA_MW2_contig_1	1981662	1983158	+	1497	6232	5076	6316	2775	6064	4815
panE	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1984423;2146211	1985358;2147071	-;+	1797	11706	9208	11397	7977	14783	12670
opuBB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	1987278;1988931	1987973;1989566	-;-	1332	1448	1100	1385	1840	3314	2185
osmF	MRSA_MW2_contig_1	1987973	1988914	-	942	1295	984	1276	1750	3054	1906
ydeI	MRSA_MW2_contig_1	1991459	1992058	-	600	5628	4070	5731	3816	9896	7412
pnbA	MRSA_MW2_contig_1	1994182	1995534	+	1353	7817	5988	7414	2164	8327	3597
fetB	MRSA_MW2_contig_1	1997179	1997955	-	777	11017	8247	10853	1215	2865	858
fetA	MRSA_MW2_contig_1	1997948	1998610	-	663	5819	3841	5067	705	2243	484
DBIAII_01984	MRSA_MW2_contig_1	2000290	2000556	-	267	4068	3469	4086	2057	5246	4910
yehR	MRSA_MW2_contig_1	2001172	2001627	+	456	8837	7428	9423	3280	9773	6155
gltB2	MRSA_MW2_contig_1	2001795	2003372	-	1578	6264	5203	6617	3392	5058	4921
lnsB	MRSA_MW2_contig_1	2003568	2004317	+	750	5375	4427	5526	1408	3530	2049
cntE	MRSA_MW2_contig_1	2004679	2005872	-	1194	2874	2092	2483	1522	2412	2186
cntF	MRSA_MW2_contig_1	2005884	2006633	-	750	702	485	602	429	571	564
cntD	MRSA_MW2_contig_1	2006626	2007441	-	816	582	466	527	301	490	451
opp1C	MRSA_MW2_contig_1	2007438	2008307	-	870	789	558	657	351	559	525
opp1B	MRSA_MW2_contig_1	2008304	2009239	-	936	971	723	851	481	1105	816
cntA	MRSA_MW2_contig_1	2009252	2010850	-	1599	3230	2552	3103	1458	3762	2640
cntM	MRSA_MW2_contig_1	2010990	2012294	-	1305	837	559	561	142	136	124
cntL	MRSA_MW2_contig_1	2012287	2013105	-	819	526	344	408	60	72	113
cntK	MRSA_MW2_contig_1	2013116	2013937	-	822	578	349	434	120	182	174
DBIAII_01998	MRSA_MW2_contig_1	2014688	2015050	-	363	1090	1001	1416	201	413	131
abgT	MRSA_MW2_contig_1	2016366	2017904	+	1539	4209	3225	3816	623	1439	952
yciW	MRSA_MW2_contig_1	2018016	2018438	-	423	12449	9000	13207	2415	5243	1843
DBIAII_02002	MRSA_MW2_contig_1	2018890	2019309	-	420	858	763	1028	489	1136	829
DBIAII_02003	MRSA_MW2_contig_1	2019327	2019746	-	420	638	551	645	250	706	514
DBIAII_02004	MRSA_MW2_contig_1	2019773	2020183	-	411	743	559	669	261	694	545
DBIAII_02005	MRSA_MW2_contig_1	2020451	2020873	-	423	2700	1994	2604	1597	3006	3120
ydfG	MRSA_MW2_contig_1	2021124	2021819	-	696	4181	3523	4470	2509	4821	4333
iraB	MRSA_MW2_contig_1	2022108	2022389	+	282	4742	3601	4601	3186	4948	5754
DBIAII_02008	MRSA_MW2_contig_1	2022649	2022840	-	192	114526	100232	120836	14196	159471	71116
DBIAII_02010	MRSA_MW2_contig_1	2023322	2023414	-	93	231	168	220	72	187	177
DBIAII_02011	MRSA_MW2_contig_1	2023380	2024195	-	816	2020	1610	1988	793	1399	1490
DBIAII_02012	MRSA_MW2_contig_1	2024309	2025100	-	792	2418	1977	2723	1060	1645	1798
DBIAII_02013	MRSA_MW2_contig_1	2025215	2025976	-	762	1553	1209	1769	801	1065	1228
srmB	MRSA_MW2_contig_1	2026287	2029142	-	2856	6241	5448	6817	3959	6476	5816
pgcA	MRSA_MW2_contig_1	2029839	2031476	+	1638	7990	6365	8271	4467	7818	6777
DBIAII_02017	MRSA_MW2_contig_1	2031760	2032026	+	267	3882	3013	4049	487	1189	677
DBIAII_02018	MRSA_MW2_contig_1	2032170	2032478	+	309	951	893	1137	164	431	213
DBIAII_02019	MRSA_MW2_contig_1	2032586	2032756	-	171	127	109	175	12	52	39
DBIAII_02020	MRSA_MW2_contig_1	2032800	2033993	-	1194	862	835	943	243	516	313
DBIAII_02021	MRSA_MW2_contig_1	2034376	2038491	-	4116	1262	769	1197	415633	1012883	506133
sarT	MRSA_MW2_contig_1	2038796	2039152	-	357	106	81	102	4566	12451	9561
sarU	MRSA_MW2_contig_1	2039476	2040219	+	744	115	134	116	50890	103754	121034
galU	MRSA_MW2_contig_1	2040431	2041297	-	867	7099	6191	7394	3694	6963	5532
fnbB	MRSA_MW2_contig_1	2041477	2044308	-	2832	3356	2692	3751	381	2487	4194
fnbA	MRSA_MW2_contig_1	2044989	2048036	-	3048	1871	1494	1870	581	2670	3087
DBIAII_02027	MRSA_MW2_contig_1	2048171	2048371	-	201	1	4	1	0	0	8
gntT	MRSA_MW2_contig_1	2048505	2049863	-	1359	3670	3089	4384	2220	2572	1892
gntK	MRSA_MW2_contig_1	2049980	2051533	-	1554	2802	2095	2856	1678	1312	1699
ydaT	MRSA_MW2_contig_1	2054243	2054659	-	417	2638	1792	2498	688	1376	671
yccC	MRSA_MW2_contig_1	2054798	2056621	-	1824	7435	4908	6861	1370	1916	1772
DBIAII_02035	MRSA_MW2_contig_1	2057133	2057336	-	204	105	74	108	31	90	47
uhpC	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	2057530;2580764;2375681	2058807;2582140;2377069	-;-;+	4044	11330	10518	13061	9628	7245	12820
uptA	MRSA_MW2_contig_1	2059354	2059965	+	612	6483	5110	6647	3164	9686	6357
DBIAII_02039	MRSA_MW2_contig_1	2061180	2061950	+	771	617	937	769	467	776	1132
fbp	MRSA_MW2_contig_1	2062324	2064288	+	1965	5605	4731	6027	4291	5915	6154
DBIAII_02042	MRSA_MW2_contig_1	2064434	2064511	+	78	75	73	80	67	58	102
ypfH	MRSA_MW2_contig_1	2065814	2066407	-	594	313	240	315	209	409	363
DBIAII_02045	MRSA_MW2_contig_1	2066438	2067397	-	960	260	148	230	153	325	229
yidJ	MRSA_MW2_contig_1	2068134	2068418	+	285	2993	2743	3667	1101	3498	1539
ldhD	MRSA_MW2_contig_1	2070460	2071452	+	993	14551	11846	16207	96836	372342	181614
DBIAII_02052	MRSA_MW2_contig_1	2072820	2073455	+	636	641	573	694	688	2639	1634
DBIAII_02053	MRSA_MW2_contig_1	2073470	2074192	+	723	737	547	703	942	2712	1694
srtA	MRSA_MW2_contig_1	2074354	2074974	-	621	12828	11619	14463	4825	10701	9577
mnaT	MRSA_MW2_contig_1	2075168	2075659	+	492	4449	3776	4338	2449	3923	4183
DBIAII_02057	MRSA_MW2_contig_1	2076225	2076395	-	171	922	824	1004	526	815	667
sdaAA	MRSA_MW2_contig_1	2076574	2077473	-	900	1715	1179	1755	1336	1499	1138
sdaAB	MRSA_MW2_contig_1	2077487	2078167	-	681	846	686	948	754	602	676
frwC	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2078170;2618254	2079213;2619285	-;+	2076	6201	5231	6939	7234	9601	8940
DBIAII_02061	MRSA_MW2_contig_1	2079763	2079966	+	204	406	321	412	301	556	438
DBIAII_02064	MRSA_MW2_contig_1	2082266	2082610	-	345	1174	1006	1165	822	1351	855
glcB	MRSA_MW2_contig_1	2083427	2085526	-	2100	45830	42734	56182	31515	43735	46863
cidB	MRSA_MW2_contig_1	2087580	2088269	-	690	8243	5808	8154	2722	5151	2825
cidA	MRSA_MW2_contig_1	2088262	2088657	-	396	527	452	588	1002	1909	1330
DBIAII_02073	MRSA_MW2_contig_1	2090523	2090954	+	432	4937	4621	5402	1401	1029	1938
hMG1	MRSA_MW2_contig_1	2091092	2092372	-	1281	12704	9935	13231	7330	12150	12090
pksG	MRSA_MW2_contig_1	2092626	2093792	+	1167	39266	31873	40203	29436	52514	47417
adaB	MRSA_MW2_contig_1	2093962	2094483	-	522	3253	2789	3431	1519	3438	2411
clpL	MRSA_MW2_contig_1	2094892	2096997	+	2106	79842	63730	91447	10807	40615	9861
DBIAII_02078	MRSA_MW2_contig_1	2097066	2097236	-	171	362	200	296	277	634	496
feoB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2097249;2132475	2099243;2133815	-;-	3336	3454	2225	2921	3087	8555	5630
feoA	MRSA_MW2_contig_1	2099255	2099482	-	228	55	25	42	285	1052	753
farE	MRSA_MW2_contig_1	2099698	2102187	-	2490	1224	962	1302	902	934	1281
farR	MRSA_MW2_contig_1	2102332	2102880	+	549	2288	1891	2381	1527	2284	2976
pruA	MRSA_MW2_contig_1	2103235	2104779	-	1545	4774	3982	5397	4321	4610	4665
cwrA	MRSA_MW2_contig_1	2105807	2105998	+	192	296	284	258	2143	4783	8266
copZ	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2106237;2108994	2108645;2109200	+;+	2616	6695	5229	6637	8843	15760	12739
DBIAII_02088	MRSA_MW2_contig_1	2109290	2110288	-	999	2833	2105	2842	932	3116	1344
crtN	MRSA_MW2_contig_1	2111892	2113400	-	1509	10720	7814	12586	929	1576	1139
crtM	MRSA_MW2_contig_1	2113412	2114275	-	864	3187	2040	3045	277	445	245
crtQ	MRSA_MW2_contig_1	2114312	2115439	-	1128	4701	2866	4054	335	723	282
crtP	MRSA_MW2_contig_1	2115445	2116938	-	1494	4779	2784	3674	531	1351	456
crtO	MRSA_MW2_contig_1	2116931	2117428	-	498	903	492	618	114	435	82
ssaA	MRSA_MW2_contig_1	2117594	2118361	-	768	4820	4635	5995	598	632	1170
oatA	MRSA_MW2_contig_1	2118722	2120533	-	1812	38370	33480	41374	20013	25679	38335
argA	MRSA_MW2_contig_1	2121045	2121533	-	489	2629	2373	2920	1110	1169	2487
isaA	MRSA_MW2_contig_1	2121809	2122510	-	702	157417	154735	194145	59581	43568	126664
DBIAII_02101	MRSA_MW2_contig_1	2125530	2125850	+	321	941	754	996	659	898	1090
DBIAII_02103	MRSA_MW2_contig_1	2126463	2126840	-	378	433	321	419	371	441	595
DBIAII_02105	MRSA_MW2_contig_1	2127698	2127997	-	300	240	180	267	155	183	264
ligW	MRSA_MW2_contig_1	2129481	2130491	+	1011	4681	3406	4601	1345	2284	1588
DBIAII_02113	MRSA_MW2_contig_1	2135210	2135506	-	297	1803	1556	2042	742	1536	1275
DBIAII_02114	MRSA_MW2_contig_1	2135494	2135865	-	372	823	655	908	353	571	487
DBIAII_02115	MRSA_MW2_contig_1	2135877	2136155	-	279	427	306	415	188	332	259
DBIAII_02116	MRSA_MW2_contig_1	2136494	2137360	-	867	2788	2172	3271	803	1814	968
pyrD	MRSA_MW2_contig_1	2137578	2138642	+	1065	23251	21795	27748	7579	16742	16604
DBIAII_02118	MRSA_MW2_contig_1	2138797	2139072	+	276	5353	5040	6770	2688	5872	5199
queH	MRSA_MW2_contig_1	2139258	2139980	-	723	2090	2132	2474	2959	5130	5983
phnB	MRSA_MW2_contig_1	2140334	2140783	+	450	6815	6081	7863	5329	14569	8728
DBIAII_02122	MRSA_MW2_contig_1	2141594	2143276	+	1683	1588	1040	1431	640	1267	867
DBIAII_02123	MRSA_MW2_contig_1	2143374	2143970	-	597	150	109	148	162	124	231
panD	MRSA_MW2_contig_1	2144091	2144474	-	384	2473	2102	2769	3323	4107	4491
panC	MRSA_MW2_contig_1	2144476	2145327	-	852	7331	6039	7204	9054	10703	11527
panB	MRSA_MW2_contig_1	2145320	2146138	-	819	4689	3497	4614	5300	6948	6418
ldh2	MRSA_MW2_contig_1	2148139	2149098	-	960	13288	11319	14306	8935	28833	15215
argD	MRSA_MW2_contig_1	2151313	2152650	-	1338	1608	1496	1741	244	521	316
DBIAII_02132	MRSA_MW2_contig_1	2152908	2153324	+	417	440	265	376	76	193	77
fda	MRSA_MW2_contig_1	2153447	2154337	+	891	24091	20368	25859	16842	69870	31431
lqo	MRSA_MW2_contig_1	2154531	2156027	-	1497	273635	219875	264057	137132	249533	241386
acs	MRSA_MW2_contig_1	2156712	2158331	-	1620	18859	15081	18445	8606	23160	13082
hmoA	MRSA_MW2_contig_1	2158504	2158947	-	444	1676	1121	1388	646	1325	1077
betA	MRSA_MW2_contig_1	2159717	2161426	-	1710	1010	831	965	964	1290	1248
betB	MRSA_MW2_contig_1	2161687	2163177	-	1491	381	258	382	527	613	532
gbsR	MRSA_MW2_contig_1	2163430	2163993	+	564	1808	1576	1930	2528	2523	4281
DBIAII_02141	MRSA_MW2_contig_1	2164181	2164867	-	687	503	371	454	250	301	393
nrdG	MRSA_MW2_contig_1	2167267	2167803	-	537	1585	1406	2267	295	712	348
nrdD	MRSA_MW2_contig_1	2167800	2169650	-	1851	15651	12644	17378	1184	4978	1930
citM	MRSA_MW2_contig_1	2169896	2171266	-	1371	1553	973	1282	273	375	468
cysG2	MRSA_MW2_contig_1	2171742	2172347	-	606	2068	1512	1969	2525	2909	3706
cysJ	MRSA_MW2_contig_1	2172410	2174290	-	1881	3957	3146	3969	4164	6330	6059
btuE	MRSA_MW2_contig_1	2174685	2175182	-	498	1996	1419	1776	1451	2710	2152
DBIAII_02149	MRSA_MW2_contig_1	2175192	2175443	-	252	699	446	603	361	889	679
nsaS	MRSA_MW2_contig_1	2179466	2180353	-	888	5702	4162	5374	1436	2646	2330
nsaR	MRSA_MW2_contig_1	2180364	2181029	-	666	2958	2315	3313	930	1679	1297
DBIAII_02154	MRSA_MW2_contig_1	2181055	2181255	-	201	1195	995	1337	389	788	583
phoA	MRSA_MW2_contig_1	2181453	2182877	+	1425	504	396	475	387	449	507
DBIAII_02157	MRSA_MW2_contig_1	2182937	2183041	-	105	4460	3779	4990	4140	8144	6864
frmB	MRSA_MW2_contig_1	2183860	2184621	-	762	2897	2706	3283	2098	3604	3905
clfB	MRSA_MW2_contig_1	2184737	2187460	-	2724	173032	165103	183642	79372	117778	175572
arcR	MRSA_MW2_contig_1	2187810	2188514	-	705	4395	3775	5657	1756	2324	3410
arcD	MRSA_MW2_contig_1	2189571	2191001	-	1431	4976	3869	4994	772	1194	867
arcA	MRSA_MW2_contig_1	2192135	2193370	-	1236	6457	4694	5598	393	736	879
aur	MRSA_MW2_contig_1	2194533	2196062	-	1530	3658	2652	3091	386	985	492
isaB	MRSA_MW2_contig_1	2196486	2197013	-	528	3408	2926	4146	6055	19370	9823
DBIAII_02169	MRSA_MW2_contig_1	2197271	2197729	+	459	1802	1362	1973	2798	5300	5259
DBIAII_02174	MRSA_MW2_contig_1	2206128	2207987	+	1860	34435	29466	35264	12593	27570	21548
sasF	MRSA_MW2_contig_1	2208981	2210888	-	1908	4263	4054	4909	2933	4610	3593
gtfB	MRSA_MW2_contig_1	2211130	2212488	-	1359	6722	5252	6568	2549	3596	2792
gtfA	MRSA_MW2_contig_1	2212481	2213989	-	1509	7328	5270	7158	2422	3834	2773
secA2	MRSA_MW2_contig_1	2214007	2216397	-	2391	6018	4272	5534	3463	4859	3603
asp3	MRSA_MW2_contig_1	2216387	2217346	-	960	639	395	603	1264	1691	1395
asp2	MRSA_MW2_contig_1	2217324	2218895	-	1572	953	563	733	2170	2602	2097
asp1	MRSA_MW2_contig_1	2218882	2220435	-	1554	916	546	600	2292	2747	2335
secY2	MRSA_MW2_contig_1	2220446	2221657	-	1212	581	376	482	1652	1908	1791
sraP	MRSA_MW2_contig_1	2221787	2228614	-	6828	11976	8633	11131	34858	50984	39566
rutF	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2229159;2231995	2229851;2232606	-;-	1305	2041	1402	1855	936	1387	1351
DBIAII_02186	MRSA_MW2_contig_1	2230164	2231108	+	945	924	784	904	478	596	575
DBIAII_02187	MRSA_MW2_contig_1	2231095	2231397	+	303	518	430	477	190	311	346
msrA	MRSA_MW2_contig_1	2232685	2233161	-	477	242	200	302	214	301	369
ywqE	MRSA_MW2_contig_1	2233899	2234666	-	768	251	155	320	1808	1991	3173
capA	MRSA_MW2_contig_1	2235372	2236034	-	663	108	90	128	1096	1433	1967
icaR	MRSA_MW2_contig_1	2236883	2237443	-	561	4144	3893	5078	3099	7613	5883
icaA	MRSA_MW2_contig_1	2237607	2238845	+	1239	86	59	106	96	136	132
icaD	MRSA_MW2_contig_1	2238809	2239114	+	306	14	15	25	18	7	8
icaB	MRSA_MW2_contig_1	2239111	2239983	+	873	242	189	253	102	207	255
icaC	MRSA_MW2_contig_1	2239970	2241022	+	1053	544	409	498	385	620	613
lip1	MRSA_MW2_contig_1	2241468	2243513	-	2046	5046	3364	4431	515	403	602
hisIE	MRSA_MW2_contig_1	2244603	2245235	-	633	559	553	769	944	1679	1547
hisF	MRSA_MW2_contig_1	2245232	2245990	-	759	281	193	318	579	754	560
hisA	MRSA_MW2_contig_1	2245987	2246691	-	705	140	226	277	487	733	537
hisH	MRSA_MW2_contig_1	2246684	2247262	-	579	131	94	163	246	346	283
hisB	MRSA_MW2_contig_1	2247259	2247837	-	579	127	58	118	200	365	216
hisD	MRSA_MW2_contig_1	2248835	2250085	-	1251	1431	1087	1515	734	1472	1128
hisG	MRSA_MW2_contig_1	2250078	2250692	-	615	700	605	706	193	462	335
hisZ	MRSA_MW2_contig_1	2250710	2251528	-	819	2337	2223	2703	498	1036	748
DBIAII_02211	MRSA_MW2_contig_1	2251832	2252956	-	1125	1435	1210	1766	8074	20146	15989
eCF-S	MRSA_MW2_contig_1	2256213	2256767	-	555	326	246	316	77	169	59
DBIAII_02216	MRSA_MW2_contig_1	2256796	2257644	-	849	511	490	476	74	184	100
yceI	MRSA_MW2_contig_1	2258024	2258539	+	516	2156	1647	2174	1203	2096	1727
DBIAII_02218	MRSA_MW2_contig_1	2258650	2258814	-	165	58	54	32	21	66	52
drp35	MRSA_MW2_contig_1	2259019	2259993	-	975	1064	985	1113	1149	1497	1911
trhO	MRSA_MW2_contig_1	2260234	2261190	+	957	3053	2551	3153	2905	2971	4123
pcp	MRSA_MW2_contig_1	2261342	2261980	+	639	1789	1489	1739	727	1122	1182
bstA	MRSA_MW2_contig_1	2262083	2262547	+	465	3958	2908	3917	922	1981	1159
cna	MRSA_MW2_contig_1	2262708	2266259	-	3552	14131	10935	12354	8426	14005	20525
rarD	MRSA_MW2_contig_1	2268468	2269376	-	909	2667	2278	2853	2913	4223	4565
DBIAII_02226	MRSA_MW2_contig_1	2269598	2270173	+	576	2235	1511	1916	368	1007	311
nixA	MRSA_MW2_contig_1	2270339	2271355	+	1017	4430	3307	4309	2211	3488	3016
nhoA	MRSA_MW2_contig_1	2271598	2272392	+	795	2343	1977	2561	1461	2715	2475
hdeD	MRSA_MW2_contig_1	2272526	2273038	-	513	4373	3530	4630	940	2032	1171
vraD	MRSA_MW2_contig_1	2273321	2274079	+	759	546	418	551	197	378	362
vraE	MRSA_MW2_contig_1	2274069	2275949	+	1881	1014	776	996	413	658	706
vraH	MRSA_MW2_contig_1	2276042	2276233	+	192	170	92	143	117	179	185
DBIAII_02235	MRSA_MW2_contig_1	2277773	2278168	-	396	647	490	637	345	1974	629
DBIAII_02236	MRSA_MW2_contig_1	2278236	2278589	-	354	284	236	302	158	971	205
noc	MRSA_MW2_contig_1	2278906	2279745	-	840	9229	7282	7801	11505	12225	17773
rsmG	MRSA_MW2_contig_1	2279788	2280507	-	720	5635	4568	4907	6564	5057	10784
mnmG	MRSA_MW2_contig_1	2280507	2282384	-	1878	12483	10114	12438	13393	9222	19944
mnmE	MRSA_MW2_contig_1	2282451	2283830	-	1380	5917	5315	6860	6839	3857	9495
rnpA	MRSA_MW2_contig_1	2283969	2284316	-	348	2047	1511	2174	1823	1244	3008
rpmH	MRSA_MW2_contig_1	2284443	2284580	-	138	73003	64077	77343	72683	65384	124407
dnaA	MRSA_MW2_contig_1	2285311	2286672	+	1362	28744	23985	31006	17362	27818	30977
dnaN	MRSA_MW2_contig_1	2286950	2288083	+	1134	22662	20223	25766	18499	27252	29180
yaaA	MRSA_MW2_contig_1	2288473	2288709	+	237	6317	5052	6094	3612	7620	5386
recF	MRSA_MW2_contig_1	2288706	2289818	+	1113	28489	21855	28112	13427	27647	23126
gyrB	MRSA_MW2_contig_1	2289828	2291762	+	1935	40480	29774	40599	21518	30782	29581
gyrA	MRSA_MW2_contig_1	2291799	2294462	+	2664	63161	47861	63187	36932	49366	50394
nnrD	MRSA_MW2_contig_1	2294549	2295361	-	813	6477	4789	6348	3021	5638	6524
hutH	MRSA_MW2_contig_1	2295687	2297201	+	1515	762	600	777	529	587	817
serS	MRSA_MW2_contig_1	2297580	2298866	+	1287	32012	30907	38255	20412	67622	33467
azlC	MRSA_MW2_contig_1	2299518	2300213	+	696	2728	2334	2737	801	1206	1212
azlD2	MRSA_MW2_contig_1	2300210	2300539	+	330	1507	1306	1529	387	704	634
mET2	MRSA_MW2_contig_1	2300902	2301870	+	969	1665	1257	1631	537	1254	762
yybS	MRSA_MW2_contig_1	2302178	2303101	+	924	21917	17643	21874	9745	22536	17856
gdpP	MRSA_MW2_contig_1	2303116	2305083	+	1968	49458	38270	50060	22077	44368	36180
rplI	MRSA_MW2_contig_1	2305080	2305526	+	447	14780	10619	14426	6646	13993	10843
purA	MRSA_MW2_contig_1	2307237	2308520	+	1284	11051	9978	12323	12937	10634	16580
yycF	MRSA_MW2_contig_1	2309724	2310425	+	702	11763	9675	12617	5487	11446	8442
yycH	MRSA_MW2_contig_1	2312257	2313591	+	1335	24187	19931	26531	11798	17089	19858
yycI	MRSA_MW2_contig_1	2313592	2314380	+	789	20479	16786	22358	9810	16471	18556
adsA	MRSA_MW2_contig_1	2315797	2318115	+	2319	5177	4258	4917	7728	11261	11767
rlmH	MRSA_MW2_contig_1	2318483	2318962	+	480	2647	2234	2721	1331	3352	2564
DBIAII_02269	MRSA_MW2_contig_1	2319284	2320540	+	1257	4313	4029	5089	3615	7303	5949
DBIAII_02270	MRSA_MW2_contig_1	2320955	2321194	+	240	180	166	212	148	258	284
tnp	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	2321226;2327711;2426717;2426788	2321900;2329234;2426788;2427009	-;-;+;+	2492	1905	1488	1871	914	1885	1689
DBIAII_02272	MRSA_MW2_contig_1	2322158	2322325	+	168	529	392	577	407	830	763
DBIAII_02274	MRSA_MW2_contig_1	2323922	2324350	+	429	1523	1272	1665	879	1712	1273
mecR1	MRSA_MW2_contig_1	2326502	2327488	+	987	15370	12046	14966	6248	13475	11901
DBIAII_02277	MRSA_MW2_contig_1	2327460	2327720	+	261	2224	1913	2225	1276	2147	1758
DBIAII_02279	MRSA_MW2_contig_1	2329370	2329876	-	507	98	58	79	99	102	130
DBIAII_02280	MRSA_MW2_contig_1	2329891	2330202	-	312	40	34	26	39	34	60
DBIAII_02281	MRSA_MW2_contig_1	2330204	2330296	-	93	0	0	0	0	0	0
DBIAII_02282	MRSA_MW2_contig_1	2330289	2330639	-	351	79	24	47	59	43	86
pinE	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2331161;2332811	2332789;2334160	-;-	2979	2559	1956	2447	2042	2382	3012
DBIAII_02285	MRSA_MW2_contig_1	2334394	2336181	-	1788	1151	864	1167	734	983	1117
DBIAII_02286	MRSA_MW2_contig_1	2336181	2336471	-	291	134	112	168	155	189	232
DBIAII_02287	MRSA_MW2_contig_1	2336610	2337659	+	1050	2485	2095	2543	1653	3570	3037
DBIAII_02289	MRSA_MW2_contig_1	2338277	2339767	+	1491	8632	7231	9579	6339	10881	11087
DBIAII_02290	MRSA_MW2_contig_1	2340391	2341395	-	1005	1344	1229	1455	1325	1209	2094
DBIAII_02291	MRSA_MW2_contig_1	2341648	2342019	+	372	144	121	148	145	123	199
DBIAII_02292	MRSA_MW2_contig_1	2342148	2342768	+	621	14359	12338	15825	5143	14794	10420
DBIAII_02293	MRSA_MW2_contig_1	2343307	2344563	+	1257	1803	1579	2144	1622	2876	2616
DBIAII_02294	MRSA_MW2_contig_1	2345035	2345664	-	630	497	405	489	312	468	488
seh	MRSA_MW2_contig_1	2346318	2347043	+	726	6586	5683	7036	236	1197	557
DBIAII_02296	MRSA_MW2_contig_1	2347939	2348412	+	474	2664	2164	2628	256	578	543
cstR	MRSA_MW2_contig_1	2349718	2349978	-	261	195	164	193	182	213	228
cstA	MRSA_MW2_contig_1	2350115	2351182	+	1068	291	282	276	230	324	306
cstB	MRSA_MW2_contig_1	2351213	2352547	+	1335	669	479	625	409	585	554
sqr	MRSA_MW2_contig_1	2352566	2353759	+	1194	3702	2432	3131	1050	2602	1552
dus	MRSA_MW2_contig_1	2354426	2355412	-	987	10366	8635	11261	8420	8356	14592
tfoX	MRSA_MW2_contig_1	2355973	2356269	+	297	725	645	855	421	966	700
DBIAII_02304	MRSA_MW2_contig_1	2356341	2357561	-	1221	1330	1043	1417	638	1282	1300
DBIAII_02305	MRSA_MW2_contig_1	2357554	2358105	-	552	169	151	153	139	159	178
DBIAII_02307	MRSA_MW2_contig_1	2359433	2359966	-	534	681	566	596	296	652	465
yofA	MRSA_MW2_contig_1	2360066	2360800	+	735	1179	1032	1319	484	1042	1005
DBIAII_02309	MRSA_MW2_contig_1	2361234	2361836	+	603	1418	1409	1545	783	1161	1469
dNA2	MRSA_MW2_contig_1	2362103	2365255	+	3153	5412	4262	5567	1446	3321	2953
DBIAII_02311	MRSA_MW2_contig_1	2365312	2365794	+	483	1544	1197	1458	588	877	1276
plc	MRSA_MW2_contig_1	2365999	2366985	+	987	1209	971	1149	761	1475	1253
DBIAII_02313	MRSA_MW2_contig_1	2367206	2367976	+	771	537	396	572	42	84	86
DBIAII_02314	MRSA_MW2_contig_1	2367995	2368798	+	804	517	462	580	125	217	144
DBIAII_02315	MRSA_MW2_contig_1	2369077	2369841	+	765	4557	3505	4519	954	1756	1482
